Age,Gender,Race,Marital Status,Education Level,Years of Experience,Skills Score,Culture Fit Score,Job Role Applied For,Hiring Decision
58,Non-Binary,White,Single,PhD,38,8,8,Engineer,Hired
51,Prefer not to say,Hispanic,Married,PhD,36,3,5,Engineer,Not Hired
54,Female,Asian,Divorced,Bachelor's,30,7,5,Engineer,Hired
23,Non-Binary,Asian,Divorced,Master's,30,7,10,Engineer,Hired
24,Prefer not to say,Other,Married,PhD,32,5,6,Management,Hired
49,Female,Black,Divorced,Master's,32,5,1,HR,Hired
49,Female,Hispanic,Single,PhD,39,8,9,Marketing,Hired
42,Prefer not to say,Other,Single,High School,10,4,5,Management,Not Hired
50,Female,Other,Divorced,High School,28,1,7,Engineer,Hired
24,Prefer not to say,Asian,Single,Master's,24,1,8,Sales,Not Hired
29,Non-Binary,White,Married,Bachelor's,12,9,5,Sales,Hired
33,Prefer not to say,Hispanic,Divorced,Bachelor's,18,4,3,HR,Not Hired
33,Female,White,Single,High School,35,1,6,Marketing,Not Hired
60,Non-Binary,Prefer not to say,Married,Bachelor's,27,2,7,Marketing,Hired
53,Non-Binary,Prefer not to say,Married,Bachelor's,3,10,4,HR,Hired
30,Male,Hispanic,Single,Bachelor's,2,7,9,Engineer,Not Hired
24,Male,Black,Divorced,Master's,37,2,4,Engineer,Hired
53,Female,Prefer not to say,Married,Master's,36,1,10,Marketing,Hired
64,Prefer not to say,Asian,Married,Bachelor's,24,10,2,Marketing,Hired
26,Prefer not to say,Black,Married,High School,40,9,9,Marketing,Hired
49,Female,Other,Married,Bachelor's,34,5,4,Engineer,Not Hired
28,Non-Binary,Prefer not to say,Divorced,PhD,28,4,4,Sales,Hired
25,Female,Asian,Single,High School,40,4,10,HR,Hired
50,Female,Other,Single,Master's,28,1,1,HR,Not Hired
40,Non-Binary,Black,Single,PhD,11,3,2,Management,Not Hired
42,Prefer not to say,Hispanic,Married,Bachelor's,34,1,3,Management,Not Hired
25,Female,Other,Divorced,Bachelor's,19,5,7,Sales,Hired
62,Prefer not to say,White,Single,High School,16,5,9,Marketing,Hired
39,Female,Hispanic,Divorced,High School,11,9,5,Sales,Hired
21,Non-Binary,Hispanic,Single,Bachelor's,35,8,4,Management,Hired
57,Non-Binary,Black,Married,Bachelor's,9,5,2,Management,Not Hired
20,Male,Black,Single,High School,17,5,7,HR,Hired
46,Non-Binary,Asian,Married,PhD,29,7,6,Sales,Hired
58,Male,Asian,Married,Master's,7,2,7,Engineer,Not Hired
46,Female,White,Single,High School,40,7,8,Management,Hired
51,Prefer not to say,Hispanic,Divorced,PhD,12,1,9,HR,Not Hired
51,Non-Binary,White,Married,Bachelor's,30,5,10,Marketing,Hired
45,Non-Binary,White,Divorced,Master's,5,6,5,Sales,Hired
30,Non-Binary,Black,Single,PhD,6,10,5,Management,Not Hired
32,Female,White,Married,Master's,20,1,4,Engineer,Not Hired
40,Male,White,Divorced,Master's,37,9,3,Management,Hired
61,Female,Other,Married,Master's,27,9,7,Engineer,Hired
43,Prefer not to say,Asian,Single,PhD,20,1,5,Sales,Not Hired
21,Female,Asian,Married,PhD,20,4,7,Engineer,Hired
43,Prefer not to say,Hispanic,Single,Bachelor's,23,8,2,Engineer,Not Hired
57,Non-Binary,Asian,Divorced,Master's,26,2,9,HR,Not Hired
26,Prefer not to say,Prefer not to say,Married,High School,26,8,9,Sales,Hired
22,Prefer not to say,Hispanic,Divorced,High School,12,10,9,Management,Hired
49,Male,Other,Single,High School,28,9,5,Marketing,Hired
37,Prefer not to say,Asian,Single,PhD,38,9,10,Sales,Hired
28,Prefer not to say,Other,Divorced,Bachelor's,27,1,9,Sales,Hired
32,Female,Asian,Divorced,PhD,36,9,1,Marketing,Hired
49,Non-Binary,Asian,Single,Master's,28,4,2,Management,Hired
45,Female,Other,Divorced,High School,21,8,10,HR,Hired
39,Female,White,Single,PhD,35,9,5,Management,Hired
58,Non-Binary,White,Divorced,High School,29,3,5,Marketing,Not Hired
34,Non-Binary,White,Single,PhD,27,6,6,Management,Hired
43,Prefer not to say,Prefer not to say,Single,High School,22,3,8,Sales,Hired
61,Prefer not to say,White,Married,Master's,32,1,1,HR,Not Hired
24,Male,Asian,Single,High School,3,10,10,Engineer,Hired
59,Female,Black,Single,Master's,2,6,9,Management,Hired
43,Non-Binary,Other,Married,Master's,31,5,4,Engineer,Hired
42,Prefer not to say,Black,Married,PhD,3,3,8,HR,Not Hired
27,Non-Binary,Prefer not to say,Divorced,PhD,0,4,5,Engineer,Not Hired
62,Prefer not to say,Black,Divorced,PhD,11,2,1,Management,Not Hired
36,Male,Hispanic,Single,Master's,12,10,9,Marketing,Hired
28,Male,White,Divorced,Bachelor's,33,10,8,Sales,Hired
30,Non-Binary,Prefer not to say,Divorced,Bachelor's,28,4,5,Sales,Not Hired
25,Male,Asian,Single,Master's,8,4,4,Engineer,Not Hired
57,Non-Binary,White,Married,Master's,30,3,8,Sales,Hired
21,Prefer not to say,White,Married,PhD,6,6,9,Sales,Hired
64,Female,Black,Single,PhD,12,1,7,Marketing,Not Hired
48,Male,Hispanic,Single,PhD,1,9,4,Engineer,Hired
45,Prefer not to say,White,Single,Bachelor's,32,10,7,Marketing,Hired
28,Female,Other,Single,Bachelor's,6,3,6,Marketing,Not Hired
60,Female,Other,Single,Master's,17,3,3,HR,Not Hired
18,Female,White,Single,Bachelor's,7,3,10,Engineer,Not Hired
64,Prefer not to say,Black,Divorced,PhD,11,7,3,Marketing,Hired
55,Prefer not to say,Black,Divorced,PhD,29,8,1,Management,Not Hired
41,Non-Binary,Asian,Divorced,PhD,8,2,5,Sales,Not Hired
64,Female,Prefer not to say,Married,PhD,27,1,8,Engineer,Not Hired
48,Female,Prefer not to say,Single,PhD,3,5,6,HR,Not Hired
58,Female,Prefer not to say,Single,High School,38,8,8,Marketing,Hired
63,Non-Binary,Hispanic,Divorced,Master's,16,3,7,Management,Not Hired
43,Female,Black,Married,Master's,10,6,2,Sales,Not Hired
22,Prefer not to say,Asian,Divorced,Bachelor's,1,3,8,Sales,Not Hired
37,Female,Other,Single,PhD,22,6,4,Management,Not Hired
58,Male,Prefer not to say,Single,High School,21,4,5,Engineer,Not Hired
28,Prefer not to say,Other,Divorced,PhD,25,7,8,Sales,Hired
50,Non-Binary,Other,Divorced,PhD,11,10,5,Sales,Hired
55,Female,White,Single,Bachelor's,31,1,5,Sales,Not Hired
44,Male,Hispanic,Divorced,High School,8,1,6,Marketing,Not Hired
51,Non-Binary,Asian,Single,High School,4,5,7,Marketing,Not Hired
32,Non-Binary,Hispanic,Divorced,Master's,25,9,9,Sales,Hired
49,Prefer not to say,White,Married,PhD,6,5,7,HR,Hired
38,Non-Binary,Asian,Single,High School,28,4,6,Sales,Hired
63,Non-Binary,Asian,Married,Master's,32,8,10,Engineer,Hired
22,Non-Binary,Black,Divorced,High School,23,5,4,HR,Not Hired
23,Non-Binary,Hispanic,Married,PhD,24,1,10,Engineer,Hired
55,Female,Hispanic,Divorced,Master's,30,7,2,Management,Hired
39,Female,Black,Married,High School,28,4,9,Management,Hired
35,Female,Other,Married,Bachelor's,4,10,10,Marketing,Hired
31,Female,White,Married,High School,37,5,5,Marketing,Hired
27,Male,Hispanic,Single,PhD,10,6,5,Marketing,Not Hired
63,Female,Black,Married,Bachelor's,31,7,3,Management,Hired
30,Non-Binary,Asian,Divorced,High School,7,2,3,Engineer,Not Hired
48,Female,Prefer not to say,Divorced,High School,19,1,1,HR,Not Hired
47,Female,Black,Single,Master's,33,3,5,Marketing,Hired
20,Prefer not to say,Prefer not to say,Single,PhD,7,10,3,Management,Hired
47,Non-Binary,Other,Divorced,High School,1,1,2,Marketing,Not Hired
23,Female,White,Married,High School,20,4,9,Sales,Hired
46,Female,Prefer not to say,Divorced,High School,14,6,10,HR,Hired
25,Female,Other,Single,PhD,5,5,6,Engineer,Hired
61,Male,Prefer not to say,Single,Bachelor's,4,4,3,Marketing,Not Hired
62,Female,Asian,Divorced,PhD,2,7,7,Sales,Hired
60,Prefer not to say,Asian,Married,Master's,15,6,9,Sales,Hired
61,Non-Binary,Asian,Married,Master's,34,3,9,HR,Hired
50,Non-Binary,Asian,Single,PhD,8,9,1,Management,Not Hired
34,Female,Black,Divorced,High School,34,5,2,Management,Not Hired
65,Female,Asian,Divorced,High School,18,10,8,Marketing,Hired
28,Female,Asian,Single,Bachelor's,33,1,1,Marketing,Not Hired
30,Non-Binary,Black,Divorced,PhD,38,6,3,Management,Not Hired
28,Non-Binary,Asian,Single,PhD,9,5,7,Engineer,Hired
48,Male,Other,Married,High School,9,10,8,Engineer,Hired
45,Prefer not to say,Other,Married,Master's,19,8,5,Sales,Hired
61,Male,Hispanic,Divorced,Master's,0,4,2,HR,Not Hired
23,Prefer not to say,Other,Married,Bachelor's,5,1,3,Engineer,Not Hired
58,Male,White,Married,Bachelor's,1,2,9,Marketing,Not Hired
33,Non-Binary,White,Single,Master's,37,8,10,Engineer,Hired
21,Male,White,Single,PhD,32,10,7,HR,Hired
52,Prefer not to say,Black,Divorced,Bachelor's,2,8,1,Marketing,Not Hired
65,Female,Other,Single,High School,35,5,3,HR,Not Hired
43,Prefer not to say,White,Divorced,PhD,12,6,9,Management,Hired
29,Female,Hispanic,Divorced,High School,34,2,7,HR,Hired
28,Non-Binary,Black,Single,Bachelor's,14,9,2,HR,Not Hired
54,Prefer not to say,Hispanic,Married,Master's,21,6,6,HR,Not Hired
42,Male,Other,Married,Bachelor's,3,9,9,Marketing,Hired
35,Prefer not to say,Asian,Married,Master's,16,10,4,HR,Hired
36,Female,Hispanic,Married,PhD,4,3,10,HR,Not Hired
40,Non-Binary,Asian,Divorced,Bachelor's,20,6,2,Sales,Not Hired
55,Male,Black,Married,Bachelor's,23,10,3,Marketing,Hired
35,Prefer not to say,Hispanic,Divorced,Bachelor's,30,5,7,HR,Hired
43,Female,Hispanic,Single,PhD,39,9,4,Engineer,Hired
23,Male,Prefer not to say,Single,High School,29,10,7,HR,Hired
21,Non-Binary,Black,Divorced,High School,6,1,5,Engineer,Not Hired
61,Male,Black,Married,Master's,6,9,8,Management,Hired
46,Non-Binary,White,Divorced,Bachelor's,26,5,8,Management,Hired
51,Male,Other,Married,High School,23,1,5,Marketing,Not Hired
34,Prefer not to say,Hispanic,Married,PhD,18,10,7,Marketing,Hired
60,Female,Hispanic,Divorced,Bachelor's,40,8,6,Management,Hired
60,Prefer not to say,Black,Divorced,Master's,33,7,8,Marketing,Hired
33,Prefer not to say,Black,Married,High School,21,6,9,Engineer,Hired
19,Non-Binary,Other,Divorced,PhD,26,2,5,Engineer,Hired
51,Non-Binary,Black,Married,PhD,5,5,7,Sales,Hired
25,Non-Binary,Asian,Divorced,Master's,9,3,1,Marketing,Not Hired
30,Prefer not to say,Asian,Single,High School,30,2,8,Marketing,Hired
59,Male,Prefer not to say,Married,Bachelor's,24,10,3,Sales,Hired
25,Male,Asian,Single,PhD,1,1,1,HR,Not Hired
47,Prefer not to say,Asian,Divorced,Master's,9,9,6,Engineer,Not Hired
49,Prefer not to say,Other,Single,PhD,9,2,8,HR,Not Hired
53,Female,Hispanic,Divorced,PhD,25,1,3,Sales,Not Hired
64,Non-Binary,Asian,Married,High School,4,7,1,Marketing,Not Hired
47,Non-Binary,Prefer not to say,Divorced,High School,21,9,3,HR,Not Hired
18,Prefer not to say,Black,Divorced,Bachelor's,3,6,5,Marketing,Not Hired
60,Prefer not to say,Asian,Married,PhD,33,8,8,Sales,Hired
56,Male,Prefer not to say,Divorced,Master's,6,7,9,Management,Not Hired
34,Prefer not to say,Other,Married,PhD,16,9,9,Marketing,Hired
37,Male,Black,Divorced,Master's,10,7,4,HR,Not Hired
41,Prefer not to say,Prefer not to say,Married,PhD,7,6,8,HR,Not Hired
39,Female,Asian,Single,Master's,27,1,5,Sales,Hired
46,Female,Hispanic,Divorced,PhD,32,9,3,HR,Hired
39,Male,Black,Divorced,PhD,24,10,5,Engineer,Hired
61,Non-Binary,Black,Divorced,Bachelor's,20,5,2,Marketing,Not Hired
26,Female,Hispanic,Married,High School,11,2,6,Engineer,Not Hired
54,Male,Black,Divorced,High School,25,8,1,Sales,Not Hired
27,Prefer not to say,Asian,Married,Master's,28,4,6,Engineer,Not Hired
53,Prefer not to say,Black,Divorced,PhD,37,3,5,Engineer,Hired
54,Male,Asian,Single,PhD,34,1,9,Marketing,Hired
45,Non-Binary,Hispanic,Divorced,High School,36,5,7,Marketing,Hired
45,Male,White,Single,Master's,28,3,6,Management,Hired
59,Male,Hispanic,Married,Bachelor's,23,4,7,Engineer,Not Hired
60,Female,Asian,Single,Bachelor's,14,9,10,Marketing,Hired
38,Male,Other,Divorced,Bachelor's,5,7,5,Engineer,Not Hired
41,Male,Hispanic,Divorced,PhD,31,5,1,Engineer,Not Hired
59,Prefer not to say,Other,Married,Master's,33,8,9,Sales,Hired
57,Female,Other,Divorced,High School,35,6,5,Sales,Not Hired
19,Prefer not to say,Asian,Divorced,PhD,19,10,4,Engineer,Hired
25,Prefer not to say,Asian,Married,PhD,11,2,6,Sales,Not Hired
65,Non-Binary,White,Married,Bachelor's,34,7,5,Marketing,Hired
44,Non-Binary,Prefer not to say,Single,Master's,37,1,1,Engineer,Hired
39,Female,Black,Married,Master's,16,3,2,Sales,Not Hired
54,Female,Hispanic,Divorced,Bachelor's,26,1,4,Marketing,Hired
44,Non-Binary,Asian,Married,Bachelor's,16,1,8,Engineer,Hired
46,Non-Binary,Hispanic,Divorced,Bachelor's,10,5,5,Engineer,Not Hired
20,Non-Binary,Prefer not to say,Single,PhD,38,6,7,Sales,Hired
61,Non-Binary,Prefer not to say,Married,PhD,1,3,2,Marketing,Not Hired
30,Non-Binary,Other,Divorced,PhD,1,3,8,Engineer,Not Hired
62,Prefer not to say,Black,Married,High School,28,3,5,Engineer,Not Hired
27,Female,White,Married,High School,23,1,4,Management,Not Hired
53,Prefer not to say,Hispanic,Married,Master's,23,5,9,Engineer,Hired
26,Prefer not to say,Black,Married,Bachelor's,15,1,6,Management,Not Hired
44,Male,White,Single,Bachelor's,30,10,4,Management,Hired
51,Prefer not to say,Hispanic,Divorced,PhD,8,10,8,Marketing,Hired
18,Non-Binary,Black,Married,High School,26,3,3,HR,Not Hired
49,Non-Binary,Asian,Divorced,Bachelor's,40,6,10,Management,Hired
42,Male,Hispanic,Single,Master's,13,6,2,Marketing,Not Hired
46,Male,Black,Divorced,Bachelor's,24,3,7,Sales,Hired
24,Male,Prefer not to say,Divorced,PhD,21,9,4,Management,Hired
20,Male,White,Single,PhD,34,8,4,HR,Hired
37,Male,Black,Married,High School,32,3,10,Sales,Hired
37,Prefer not to say,Asian,Divorced,Master's,26,5,9,Management,Hired
47,Male,Hispanic,Divorced,Master's,39,5,2,Management,Hired
52,Prefer not to say,Hispanic,Married,Bachelor's,25,5,1,HR,Not Hired
52,Female,Hispanic,Married,Master's,18,3,7,Engineer,Not Hired
56,Male,Asian,Divorced,Bachelor's,38,5,8,HR,Hired
44,Male,White,Single,Bachelor's,25,5,3,Marketing,Hired
43,Prefer not to say,Hispanic,Married,High School,5,4,2,Marketing,Not Hired
31,Female,White,Married,Master's,2,4,4,HR,Not Hired
34,Prefer not to say,Black,Single,PhD,5,2,2,HR,Not Hired
35,Prefer not to say,Prefer not to say,Divorced,Bachelor's,27,9,2,HR,Hired
62,Male,Prefer not to say,Married,Bachelor's,2,7,5,HR,Not Hired
46,Non-Binary,White,Divorced,Bachelor's,12,1,10,HR,Hired
37,Non-Binary,White,Divorced,Master's,12,5,5,Management,Not Hired
44,Prefer not to say,Prefer not to say,Divorced,Master's,12,2,8,Sales,Not Hired
35,Male,Hispanic,Single,Master's,0,10,9,Marketing,Hired
21,Female,Other,Divorced,Bachelor's,39,6,2,Marketing,Not Hired
18,Non-Binary,Other,Divorced,PhD,36,7,1,Sales,Hired
18,Female,Asian,Married,PhD,30,2,3,HR,Hired
43,Non-Binary,Prefer not to say,Married,Master's,16,6,6,Sales,Hired
62,Male,Prefer not to say,Single,PhD,8,3,5,HR,Not Hired
37,Prefer not to say,Asian,Single,Bachelor's,12,9,8,Marketing,Not Hired
40,Female,Other,Married,Master's,36,4,8,Engineer,Hired
27,Female,Black,Married,Master's,13,3,2,Marketing,Not Hired
28,Prefer not to say,Hispanic,Single,Bachelor's,10,3,9,Marketing,Not Hired
58,Female,Hispanic,Divorced,Master's,24,2,4,Engineer,Not Hired
58,Non-Binary,Black,Single,Bachelor's,30,9,1,Sales,Hired
22,Prefer not to say,Black,Divorced,Master's,13,8,2,Management,Not Hired
18,Non-Binary,Other,Married,PhD,6,5,6,HR,Not Hired
34,Non-Binary,Asian,Married,Master's,23,9,5,HR,Not Hired
39,Male,Black,Married,Master's,35,2,7,Marketing,Hired
51,Non-Binary,Asian,Divorced,Master's,40,6,9,Engineer,Hired
62,Male,White,Single,High School,2,7,6,Marketing,Not Hired
58,Female,Hispanic,Divorced,PhD,25,6,6,Marketing,Hired
46,Female,Other,Single,Bachelor's,25,3,2,Sales,Not Hired
21,Male,Hispanic,Single,High School,0,10,7,HR,Not Hired
22,Non-Binary,Other,Single,PhD,14,10,2,Management,Hired
28,Prefer not to say,White,Married,Master's,10,10,7,Engineer,Hired
38,Prefer not to say,Hispanic,Single,Master's,36,9,8,Management,Hired
52,Male,White,Married,Bachelor's,6,8,1,Engineer,Not Hired
29,Female,Other,Single,Bachelor's,11,8,9,HR,Hired
43,Female,Black,Single,PhD,37,8,8,Sales,Hired
36,Prefer not to say,Hispanic,Married,PhD,2,9,9,Management,Hired
62,Male,White,Married,Bachelor's,25,1,5,Engineer,Not Hired
24,Prefer not to say,Prefer not to say,Divorced,PhD,29,8,4,Marketing,Hired
64,Non-Binary,Hispanic,Single,Bachelor's,31,2,1,HR,Not Hired
24,Non-Binary,Hispanic,Married,Master's,35,4,9,Sales,Hired
43,Male,Hispanic,Divorced,Bachelor's,36,1,4,Marketing,Not Hired
57,Male,Asian,Divorced,High School,17,6,4,Sales,Hired
22,Non-Binary,White,Married,Bachelor's,0,10,4,Engineer,Not Hired
38,Female,White,Single,Bachelor's,20,1,2,Marketing,Not Hired
31,Male,Hispanic,Divorced,High School,27,5,4,Sales,Not Hired
21,Non-Binary,Black,Single,High School,15,9,2,HR,Hired
40,Non-Binary,Hispanic,Single,High School,27,1,8,Management,Hired
59,Female,Asian,Divorced,High School,21,9,7,Management,Hired
37,Female,Other,Married,Bachelor's,18,4,10,Marketing,Hired
32,Female,Asian,Single,PhD,0,3,2,HR,Not Hired
62,Female,Black,Married,High School,30,8,2,HR,Hired
46,Prefer not to say,Hispanic,Divorced,Master's,33,6,2,Sales,Hired
25,Female,White,Single,Bachelor's,39,7,1,Marketing,Hired
58,Prefer not to say,Prefer not to say,Married,PhD,5,9,6,HR,Hired
65,Male,Hispanic,Married,Master's,27,5,6,Sales,Hired
36,Non-Binary,Black,Single,Bachelor's,2,2,1,HR,Not Hired
65,Prefer not to say,White,Married,Bachelor's,30,3,1,Marketing,Hired
56,Male,Asian,Married,Master's,15,3,6,HR,Not Hired
63,Male,Other,Divorced,High School,16,4,6,HR,Not Hired
45,Prefer not to say,Other,Divorced,High School,26,10,4,HR,Hired
63,Male,Hispanic,Married,Master's,23,7,3,Management,Hired
44,Male,Asian,Married,PhD,19,10,9,Engineer,Hired
21,Prefer not to say,Prefer not to say,Single,High School,31,6,6,Marketing,Not Hired
32,Male,Prefer not to say,Divorced,Bachelor's,34,3,1,Management,Not Hired
52,Female,Black,Single,Bachelor's,12,7,3,Engineer,Not Hired
54,Female,Other,Married,PhD,19,4,1,HR,Not Hired
18,Non-Binary,Asian,Single,Bachelor's,1,10,3,HR,Not Hired
20,Male,Hispanic,Married,High School,3,8,2,Management,Not Hired
64,Non-Binary,White,Divorced,PhD,26,7,5,Sales,Not Hired
41,Female,Hispanic,Divorced,High School,24,7,3,Marketing,Not Hired
44,Female,Hispanic,Married,PhD,3,9,7,Engineer,Hired
57,Female,Asian,Divorced,Master's,31,8,8,HR,Hired
53,Male,Other,Married,Bachelor's,16,1,7,Marketing,Not Hired
51,Male,Asian,Single,PhD,0,7,2,HR,Not Hired
46,Female,White,Married,Master's,32,3,10,HR,Hired
41,Non-Binary,Asian,Single,High School,29,4,10,HR,Hired
41,Non-Binary,Black,Married,Master's,4,6,7,Marketing,Not Hired
59,Prefer not to say,Hispanic,Divorced,High School,11,5,10,Management,Not Hired
21,Female,Other,Married,PhD,37,8,3,Marketing,Hired
20,Non-Binary,Prefer not to say,Married,PhD,31,2,7,Marketing,Not Hired
51,Female,White,Married,Bachelor's,37,5,1,Sales,Hired
40,Non-Binary,Prefer not to say,Divorced,Bachelor's,16,5,2,Sales,Not Hired
40,Prefer not to say,Hispanic,Married,PhD,39,3,10,Management,Hired
62,Prefer not to say,Asian,Divorced,High School,31,10,1,Sales,Hired
22,Female,Prefer not to say,Married,High School,23,5,9,Management,Not Hired
48,Non-Binary,Black,Single,PhD,11,4,2,HR,Not Hired
58,Male,Asian,Married,High School,30,5,2,HR,Not Hired
23,Prefer not to say,Hispanic,Single,PhD,18,10,6,Marketing,Hired
54,Female,Prefer not to say,Divorced,Bachelor's,28,9,7,HR,Hired
27,Female,White,Divorced,High School,20,7,2,Sales,Hired
57,Non-Binary,Prefer not to say,Married,Bachelor's,25,1,4,Engineer,Not Hired
24,Female,Prefer not to say,Divorced,Master's,27,3,3,Marketing,Not Hired
56,Prefer not to say,Other,Married,Bachelor's,16,9,5,Management,Hired
55,Female,Prefer not to say,Divorced,Master's,8,4,9,HR,Not Hired
38,Female,Hispanic,Single,Bachelor's,20,4,2,Marketing,Not Hired
37,Male,White,Divorced,Bachelor's,33,10,5,Marketing,Hired
20,Male,Hispanic,Single,High School,10,6,8,Marketing,Hired
39,Prefer not to say,Black,Married,Bachelor's,19,3,6,HR,Not Hired
64,Non-Binary,Asian,Married,PhD,38,3,4,Management,Hired
21,Male,Prefer not to say,Married,High School,15,9,10,Marketing,Hired
45,Non-Binary,Other,Single,High School,28,5,8,Marketing,Hired
29,Prefer not to say,White,Married,High School,0,7,3,Marketing,Not Hired
55,Male,Other,Married,Bachelor's,17,5,4,HR,Not Hired
53,Non-Binary,Other,Single,High School,21,6,9,Sales,Hired
64,Male,Other,Divorced,Master's,7,8,5,Management,Hired
58,Prefer not to say,Prefer not to say,Married,Master's,6,8,6,Marketing,Hired
22,Prefer not to say,White,Divorced,Bachelor's,24,2,2,Marketing,Not Hired
30,Male,White,Divorced,High School,29,9,9,Marketing,Hired
40,Non-Binary,Other,Married,PhD,33,10,8,HR,Hired
47,Female,Asian,Married,PhD,40,6,7,Sales,Hired
54,Female,Prefer not to say,Single,Master's,10,7,9,Marketing,Hired
42,Male,Prefer not to say,Single,Bachelor's,14,3,5,Marketing,Not Hired
65,Non-Binary,Hispanic,Married,Bachelor's,34,4,5,HR,Hired
44,Female,Prefer not to say,Divorced,Bachelor's,22,6,9,Management,Hired
31,Prefer not to say,Other,Single,Bachelor's,20,7,5,Management,Hired
65,Non-Binary,Black,Single,Bachelor's,27,6,9,Sales,Hired
64,Female,Other,Married,High School,12,5,1,Management,Not Hired
53,Non-Binary,White,Married,High School,33,2,10,Marketing,Hired
56,Male,Prefer not to say,Married,High School,37,7,10,HR,Hired
